"Region","SqftEst","SqftMeasure","SqftHeated","CostElec","SqftAirCond","CostNatgas","CostFueloil","CostLPG","CostKero","TypeHome","YearMade","Neighborhood","HHSize","HHIncome","CostTotal"
"West",2303,2040,1490,690,1640,879,0,0,0,"Single","dec1990","City",2,110000,1569
"Midwest",,2730,2730,804,2730,1690,0,0,0,"Single","pre1950","Town",2,27500,2494
"Northeast",,2811,2151,539,703,0,1931,0,0,"Single","dec1950","Rural",2,22500,2470
"Northeast",1200,5928,1576,1793,790,0,0,0,0,"Single","dec1960","Rural",2,52500,1793
"Northeast",1200,1998,666,1420,666,0,0,0,0,"Single","dec1970","Town",2,32500,1420
"West",1325,1800,1167,204,0,553,0,0,0,"Single","dec1970","Suburbs",1,62500,757
"South",,1323,1323,407,0,521,0,0,0,"Single","dec1950","Suburbs",3,17500,928
"South",,2301,1358,2097,0,0,0,0,0,"Single","dec1970","City",2,82500,2097
"South",,614,461,494,258,0,0,0,0,"Apartment","dec1970","City",1,22500,494
"West",,510,510,4645,510,250,0,0,0,"Apartment","dec1950","Suburbs",2,8750,4895
"South",,2730,1820,1413,2330,1843,0,0,0,"Single","dec1990","Suburbs",4,22500,3256
"South",1800,4000,1600,724,3600,1165,0,0,0,"Single","dec1970","City",1,6250,1889
"South",900,977,977,637,977,0,0,0,0,"Apartment","dec1990","City",4,22500,637
"South",2000,2988,2028,2191,2988,2110,0,0,0,"Single","dec1960","Suburbs",5,120000,4301
"West",886,889,222,500,0,0,0,0,0,"Apartment","dec1970","City",1,62500,500
"Northeast",1000,1430,1419,529,572,1198,0,0,0,"Single","dec1950","Suburbs",2,17500,1727
"Northeast",600,677,0,731,339,418,0,0,0,"Apartment","dec1960","City",2,37500,1149
"Midwest",2800,3352,2702,1171,929,690,0,0,0,"Single","dec1990","Suburbs",1,47500,1861
"West",3600,3084,1839,793,1004,1150,0,255,0,"Single","dec1990","City",3,120000,2198
"Midwest",1300,3528,3128,1026,3128,730,0,0,0,"Single","dec2000","Town",2,52500,1756
"Midwest",800,1380,920,383,345,688,0,0,0,"Single","pre1950","City",1,42500,1071
"South",2417,3237,1758,1249,2837,554,0,0,0,"Single","dec2000","Suburbs",2,110000,1803
"South",1000,1088,1088,559,1088,743,0,0,0,"Single","dec1980","City",4,47500,1302
"Midwest",,1152,1152,336,288,606,0,0,0,"Single","dec1980","City",1,12500,942
"Northeast",,3088,2688,2619,2688,0,3638,0,0,"Single","dec1970","Suburbs",2,120000,6257
"West",530,484,323,227,0,119,0,0,0,"Single","dec1980","City",1,12500,346
"South",1160,2469,2469,661,2469,362,0,0,0,"Apartment","dec1960","City",1,120000,1023
"Midwest",2000,1475,1401,1464,1475,693,0,0,0,"Apartment","pre1950","City",3,52500,2157
"Midwest",1200,2428,1815,816,2178,569,0,0,0,"Single","dec1950","City",3,37500,1385
"South",2000,5110,4710,2132,4710,0,0,376,0,"Single","dec1980","Rural",3,67500,2508
"Midwest",832,1664,1664,219,0,0,0,0,0,"Single","dec1970","Rural",1,42500,219
"West",2800,1840,1440,2539,1440,485,0,0,0,"Single","dec1990","Suburbs",4,110000,3024
"South",1500,2029,931,1876,490,0,0,0,0,"Single","dec1950","City",2,1250,1876
"Midwest",,1488,1302,621,0,821,0,0,0,"Single","pre1950","City",2,6250,1442
"Midwest",750,694,694,196,0,847,0,0,0,"Apartment","pre1950","City",1,52500,1043
"Midwest",900,936,686,748,686,774,0,0,0,"Single","dec1960","Town",2,27500,1522
"Northeast",800,3168,2768,1015,0,0,1223,0,0,"Single","dec1990","Rural",3,37500,2238
"West",1400,1188,1188,1428,357,677,0,0,0,"Single","dec1950","Town",3,62500,2105
"Northeast",1200,2660,1530,652,887,1468,0,0,0,"Single","dec1950","City",4,57500,2120
"South",1000,1116,1116,588,1116,0,0,0,0,"Apartment","dec1980","City",1,17500,588
"Midwest",,784,784,322,784,280,0,0,0,"Apartment","dec1980","Town",1,12500,602
"Midwest",100,3888,2592,1374,1382,1162,0,0,0,"Single","pre1950","Suburbs",5,62500,2536
"West",400,398,398,91,0,343,0,0,0,"Apartment","dec1960","City",1,8750,434
"South",1700,2995,2595,1900,2595,0,0,0,0,"Single","dec2000","Suburbs",3,47500,1900
"Northeast",,4130,2248,1891,984,0,1842,111,0,"Single","dec1960","Suburbs",2,110000,3844
"South",,1560,1274,2340,891,0,0,0,0,"Single","dec1960","City",5,6250,2340
"West",2100,5438,2980,698,1720,1032,0,0,0,"Single","dec1980","Suburbs",2,120000,1730
"South",,621,621,329,207,215,0,0,0,"Apartment","dec1970","City",1,6250,544
"South",,613,613,568,204,328,0,0,0,"Apartment","dec1990","City",1,6250,896
"West",1200,2901,1501,331,0,454,0,0,0,"Single","dec1950","Suburbs",2,27500,785
"Midwest",,453,453,223,453,404,0,0,0,"Apartment","dec1990","Town",1,37500,627
"South",1600,3360,1680,1609,3360,1092,0,0,0,"Single","dec1980","Suburbs",5,72500,2701
"Northeast",200,395,395,1028,395,625,0,0,0,"Apartment","dec1950","City",1,6250,1653
"South",,1102,220,1642,882,0,0,0,0,"Single","dec1960","Rural",5,12500,1642
"Northeast",980,1076,1076,860,807,0,911,0,0,"Mobile","dec1980","Rural",2,1250,1771
"Northeast",2500,3563,1771,1896,791,0,2304,378,0,"Single","dec1980","Suburbs",4,120000,4578
"Northeast",,2276,2276,1473,2276,1111,0,0,0,"Single","dec1950","Suburbs",2,110000,2584
"Midwest",,1092,1092,604,218,11,0,1013,0,"Single","pre1950","Rural",2,17500,1628
"South",1000,3096,2064,951,3096,654,0,0,0,"Single","dec1950","City",2,120000,1605
"South",,1456,1456,996,1456,43,0,878,0,"Mobile","dec1980","Rural",3,67500,1917
"West",,1000,1000,1004,0,0,0,0,0,"Single","dec1960","Town",3,22500,1004
"Midwest",4800,6084,4056,2310,5684,0,0,0,0,"Single","dec1970","Town",2,67500,2310
"Northeast",1525,2800,1000,866,2400,0,0,30,0,"Single","dec2000","Town",1,32500,896
"South",1800,4740,2370,1240,4740,0,0,0,0,"Single","dec1960","Town",2,12500,1240
"South",1000,971,971,981,971,0,0,0,0,"Apartment","dec1980","City",1,27500,981
"Northeast",1100,2504,1352,723,715,0,1725,0,0,"Single","pre1950","Rural",3,57500,2448
"Northeast",,2462,2462,2797,0,1095,0,829,0,"Single","pre1950","City",1,27500,4721
"South",1200,1563,1563,922,1563,0,0,0,0,"Apartment","dec1990","Town",2,82500,922
"South",2600,4014,2410,1396,3614,1399,0,0,0,"Single","dec1960","Suburbs",1,120000,2795
"Northeast",,663,663,323,221,219,0,0,0,"Apartment","dec1990","Suburbs",1,12500,542
"West",,1650,1400,938,1400,426,0,0,0,"Single","pre1950","City",6,27500,1364
"South",1400,2850,1175,569,2600,398,0,0,0,"Single","dec1950","City",2,37500,967
"South",1000,1960,1568,1357,1960,0,0,1026,0,"Single","dec1950","Rural",2,42500,2383
"South",1860,1682,1121,1304,637,0,0,0,0,"Single","dec1980","City",1,37500,1304
"Midwest",1160,3300,2075,789,2900,1086,0,0,0,"Single","dec1970","Town",1,17500,1875
"South",3000,8184,3683,2066,7784,0,0,0,0,"Single","dec2000","Suburbs",4,110000,2066
"West",,1248,749,236,0,715,0,0,0,"Mobile","dec1970","City",1,12500,951
"Northeast",456,523,523,531,261,721,0,0,0,"Apartment","dec1950","City",2,92500,1252
"Midwest",1780,3936,1856,1339,3536,0,722,0,0,"Single","dec2000","Town",5,57500,2061
"Midwest",1680,1698,1298,1190,1298,933,0,0,0,"Single","dec1990","Rural",2,120000,2123
"Northeast",700,288,288,1344,288,167,1965,0,0,"Apartment","pre1950","City",2,120000,3476
"South",800,773,773,574,773,98,0,0,0,"Apartment","pre1950","City",2,12500,672
"West",,1504,1104,449,487,493,0,0,0,"Single","dec2000","City",1,22500,942
"Northeast",1999,3255,1910,698,2855,1101,0,0,0,"Single","dec2000","Town",2,47500,1799
"South",1200,806,806,815,806,0,0,0,0,"Apartment","dec2000","Town",2,37500,815
"Northeast",1200,2543,1695,547,726,1483,0,0,0,"Single","pre1950","City",1,12500,2030
"South",1726,4100,1650,826,3700,595,0,0,0,"Single","dec2000","Rural",2,67500,1421
"South",1500,1728,1463,752,1478,0,0,0,0,"Single","dec1990","Town",1,52500,752
"West",100,192,192,532,96,135,0,0,0,"Mobile","dec1990","Town",1,8750,667
"West",3158,4431,1262,1565,2462,1417,0,565,0,"Single","pre1950","Town",1,12500,3547
"Northeast",900,997,598,839,399,910,0,0,0,"Apartment","dec1980","City",1,67500,1749
"West",2100,2940,2540,1559,2540,587,0,0,0,"Single","dec1970","Suburbs",5,120000,2146
"South",,529,529,623,132,49,0,0,0,"Apartment","dec1950","City",1,3750,672
"South",,2036,1636,1453,1636,0,0,598,0,"Single","dec1980","Suburbs",2,110000,2051
"Midwest",2900,3920,3270,1142,1339,968,0,0,0,"Single","dec2000","Suburbs",3,82500,2110
"South",2400,4576,2976,2772,4176,775,0,0,0,"Single","dec1990","Suburbs",5,82500,3547
"Northeast",2200,2835,2561,1733,2585,1491,0,0,0,"Single","pre1950","Town",5,72500,3224
"Midwest",,986,986,627,247,0,0,0,0,"Apartment","dec1980","City",2,6250,627
"South",,1415,731,506,566,1944,0,0,0,"Apartment","pre1950","City",3,8750,2450
"West",1600,1584,953,1410,0,0,0,0,0,"Single","dec1990","City",6,12500,1410
"South",,806,0,1463,806,0,0,0,0,"Apartment","dec2000","City",2,17500,1463
"Northeast",,1892,1320,436,631,0,1448,0,0,"Single","pre1950","City",1,22500,1884
"Midwest",,4456,2103,718,4206,0,2096,240,0,"Single","pre1950","Rural",1,12500,3054
"Northeast",2200,3874,3624,1067,362,0,2674,143,0,"Single","dec1960","Rural",3,97500,3884
"Northeast",1890,4160,3910,1420,1117,0,1474,0,0,"Single","dec1950","Town",3,62500,2894
"Northeast",,2646,1620,1114,2646,1420,0,0,0,"Single","pre1950","City",2,22500,2534
"West",,872,0,374,330,133,0,0,0,"Apartment","dec1980","City",3,22500,507
"Northeast",,2484,2234,1075,2234,0,2918,0,0,"Single","dec1970","Suburbs",2,57500,3993
"Northeast",,706,706,657,0,594,0,0,0,"Apartment","dec1950","City",1,22500,1251
"Midwest",900,3876,1292,737,775,0,777,0,0,"Single","dec1950","Rural",1,12500,1514
"West",,1289,520,735,173,676,0,0,0,"Single","pre1950","City",2,120000,1411
"West",,1750,1350,1981,1350,0,0,0,0,"Single","dec1970","Suburbs",2,52500,1981
"South",1000,1292,1292,861,1292,0,0,0,0,"Apartment","dec1980","City",2,12500,861
"West",500,550,550,595,0,309,0,0,0,"Single","dec1970","Town",1,37500,904
"South",3200,6400,2040,1327,2224,1238,0,0,0,"Single","dec1980","Suburbs",2,110000,2565
"West",,1296,1296,1137,0,0,0,0,0,"Single","dec1960","City",4,37500,1137
"Northeast",1440,5031,2954,331,772,911,0,0,0,"Single","dec1980","Rural",2,87500,1242
"Midwest",,1206,1206,1179,1206,294,0,0,0,"Apartment","dec1990","Town",2,37500,1473
"West",,1253,1253,711,1253,374,0,0,0,"Apartment","dec1980","City",2,62500,1085
"West",,711,711,409,0,427,0,0,0,"Single","pre1950","City",2,17500,836
"Midwest",1650,7461,5523,1530,7061,653,0,0,0,"Single","dec1980","Town",3,92500,2183
"West",,2375,2375,1063,0,971,0,0,0,"Single","dec1990","City",2,72500,2034
"South",850,528,528,1480,528,0,0,0,0,"Mobile","dec1980","Town",4,37500,1480
"Northeast",,4560,2850,414,912,232,2547,0,38,"Single","pre1950","City",1,72500,3231
"South",,3082,1141,2754,2682,0,0,0,0,"Single","pre1950","City",2,42500,2754
"Midwest",2000,2582,2332,443,2332,801,0,0,0,"Single","dec1960","Town",2,62500,1244
"West",2160,2160,2160,1761,360,1074,0,0,0,"Single","dec2000","City",5,67500,2835
"Midwest",,1500,1375,203,1500,855,0,0,0,"Single","pre1950","Town",1,17500,1058
"Northeast",2184,3276,3276,979,0,0,0,759,0,"Single","dec1970","Rural",2,97500,1738
"South",2000,2349,975,1798,1949,0,0,0,0,"Single","dec1980","City",4,47500,1798
"South",,848,848,148,565,349,0,0,0,"Apartment","dec1960","City",1,17500,497
"South",1400,4262,1731,2050,3862,452,0,0,0,"Single","dec1990","Suburbs",3,32500,2502
"Northeast",1000,1600,1600,1792,1600,769,0,0,0,"Apartment","dec1970","City",3,52500,2561
"South",,627,0,505,0,151,0,0,0,"Single","dec1970","Rural",1,1250,656
"Northeast",,1008,202,917,202,0,0,0,0,"Single","dec1980","Suburbs",1,27500,917
"South",650,642,642,1015,642,0,0,0,0,"Apartment","dec1980","City",2,27500,1015
"Midwest",,913,913,452,228,416,0,0,0,"Apartment","dec1970","City",2,32500,868
"Midwest",,2040,1390,2597,1390,629,0,0,0,"Single","dec2000","Suburbs",9,42500,3226
"Midwest",,4230,3699,462,846,784,0,0,0,"Single","pre1950","City",1,6250,1246
"West",1200,3300,1400,633,0,730,0,0,0,"Single","dec1980","City",6,27500,1363
"Midwest",,1536,1536,1368,1152,873,0,0,0,"Single","pre1950","Town",2,27500,2241
"South",1250,1724,1324,2727,494,0,0,0,0,"Single","dec1970","Town",4,62500,2727
"West",2200,4030,1413,797,0,507,0,0,0,"Single","dec1990","Rural",1,62500,1304
"Midwest",700,2230,2009,1572,2230,611,0,0,0,"Single","dec1950","Town",4,52500,2183
"Midwest",2500,5882,3838,570,5632,977,0,0,0,"Single","pre1950","Suburbs",2,120000,1547
"West",1200,986,986,360,986,124,0,0,0,"Apartment","dec1970","City",4,47500,484
"West",,860,860,820,287,0,0,0,0,"Apartment","dec1950","City",2,37500,820
"South",,768,518,323,518,968,0,0,0,"Single","dec1970","City",1,8750,1291
"Midwest",6000,3576,2902,1824,2926,1431,0,957,0,"Single","dec1990","City",6,120000,4212
"Midwest",900,2184,1274,561,546,948,0,0,0,"Single","dec1950","City",1,8750,1509
"South",1400,1064,532,1382,709,904,0,0,0,"Single","pre1950","Town",4,6250,2286
"Northeast",2000,6572,4278,1480,3755,758,0,0,0,"Single","pre1950","Suburbs",8,77500,2238
"West",693,716,716,693,358,0,0,0,0,"Apartment","dec1990","City",2,87500,693
"Midwest",1700,2739,2089,726,2089,1024,0,0,0,"Single","dec1990","Suburbs",4,57500,1750
"Northeast",,2646,882,610,1323,0,1184,0,0,"Single","pre1950","Town",2,32500,1794
"Northeast",,569,569,586,142,923,0,0,0,"Apartment","pre1950","City",4,37500,1509
"West",,612,204,280,0,176,0,0,0,"Apartment","dec1960","City",1,27500,456
"Midwest",,2970,1955,864,424,1342,0,0,0,"Single","pre1950","City",4,27500,2206
"Midwest",,1350,1350,1146,1350,1376,0,0,0,"Single","dec1980","Suburbs",5,27500,2522
"Midwest",3000,3019,2143,1170,2619,761,0,0,0,"Single","dec1960","Suburbs",2,12500,1931
"Midwest",,3696,1448,664,3296,0,0,0,0,"Single","dec1970","Town",1,3750,664
"Northeast",1200,1150,900,537,900,436,0,0,0,"Single","dec1980","Suburbs",1,32500,973
"South",1500,2681,881,1120,2281,344,0,0,0,"Single","dec1970","Rural",2,37500,1464
"Midwest",,7980,2793,1164,7580,601,0,0,0,"Single","dec1970","Suburbs",1,17500,1765
"Midwest",300,600,600,605,200,0,0,0,0,"Apartment","dec1960","Town",1,6250,605
"South",1500,4500,2600,1922,4100,0,0,0,0,"Single","dec1980","Rural",3,37500,1922
"Midwest",,3280,2880,446,2880,884,0,0,0,"Single","dec1970","Suburbs",2,82500,1330
"South",,1748,619,1456,725,0,0,0,420,"Single","pre1950","Rural",2,12500,1876
"Northeast",1200,1307,1307,334,654,570,0,0,0,"Apartment","dec1970","City",1,32500,904
"West",1420,1728,576,619,1728,421,0,0,0,"Mobile","dec1970","Rural",2,8750,1040
"Midwest",1550,1134,587,791,308,1237,0,0,0,"Single","dec1970","Suburbs",1,120000,2028
"Northeast",600,1260,380,745,253,220,0,0,0,"Single","dec1950","Town",1,37500,965
"West",,1170,1170,956,1170,0,0,1067,0,"Mobile","dec2000","Suburbs",5,27500,2023
"West",886,918,918,989,0,395,0,0,0,"Apartment","dec1960","Suburbs",3,120000,1384
"Northeast",,841,841,436,420,488,0,0,0,"Apartment","dec1970","Town",2,42500,924
"South",1100,2331,2331,2952,2331,0,0,0,0,"Single","dec1980","Suburbs",5,67500,2952
"Midwest",,1350,1350,1505,567,0,0,0,0,"Single","dec1970","Rural",2,82500,1505
"South",3200,4800,2970,2691,4150,672,0,582,0,"Single","dec1990","Suburbs",2,120000,3945
"Midwest",2600,2508,2108,1614,2108,1313,0,0,0,"Single","dec1990","Rural",4,27500,2927
"West",1980,2351,1951,742,0,585,0,0,0,"Single","dec1950","Suburbs",5,120000,1327
"Midwest",1500,1040,260,575,260,697,0,0,0,"Apartment","pre1950","City",2,92500,1272
"South",1375,1375,1375,1473,1375,0,0,0,0,"Single","dec1980","Suburbs",2,32500,1473
"Midwest",,3344,3094,1078,3094,882,0,0,0,"Single","dec1980","City",4,12500,1960
"South",650,687,687,808,687,0,0,0,0,"Apartment","dec1960","City",2,57500,808
"Midwest",2600,3462,3062,1113,3062,1113,0,0,0,"Single","dec1990","Town",3,110000,2226
"Northeast",,3543,3259,1324,1575,2183,0,0,0,"Single","dec1960","Suburbs",4,120000,3507
"South",2000,1696,1696,1595,1696,0,0,0,0,"Single","dec2000","Rural",2,57500,1595
"Northeast",,811,811,344,541,0,742,0,0,"Apartment","dec1950","City",3,12500,1086
"South",2250,4488,1844,2910,4088,581,0,0,0,"Single","pre1950","Town",3,120000,3491
"Midwest",2200,2367,1967,868,592,1280,0,0,0,"Single","dec1950","City",2,37500,2148
"South",,2738,1369,1279,1173,1413,0,0,0,"Single","pre1950","City",3,37500,2692
"Northeast",,1136,0,496,454,666,0,0,0,"Apartment","dec1960","Town",4,17500,1162
"West",,4107,685,985,0,883,0,0,0,"Single","pre1950","City",4,37500,1868
"Northeast",,1824,1424,513,1424,461,0,0,0,"Single","pre1950","Town",2,8750,974
"Midwest",,3399,2199,809,3399,1095,0,0,0,"Single","dec1950","Town",3,27500,1904
"Northeast",,1677,1014,770,1677,454,0,0,0,"Single","dec1950","City",1,17500,1224
"South",1200,962,962,1935,962,0,0,0,0,"Apartment","dec1990","City",2,12500,1935
"Northeast",,3118,2430,1263,891,167,0,0,0,"Single","pre1950","City",4,72500,1430
"South",1350,1254,537,1107,358,0,0,0,0,"Single","dec1960","Rural",6,17500,1107
"South",2000,3484,3484,798,0,1023,0,0,0,"Single","pre1950","Town",2,27500,1821
"Midwest",2200,4200,3124,1100,4200,1218,0,0,0,"Single","pre1950","City",3,110000,2318
"Midwest",,676,676,354,0,470,0,0,0,"Apartment","dec1970","City",1,32500,824
"South",800,600,400,1122,400,0,0,0,0,"Mobile","dec1980","Rural",4,8750,1122
"West",1800,3362,2222,1434,2962,708,0,0,0,"Single","dec1970","City",4,42500,2142
"Northeast",672,754,754,1428,377,0,0,0,0,"Single","dec1980","Suburbs",1,12500,1428
"West",1850,2378,2378,1000,0,768,0,0,0,"Single","dec2000","City",5,57500,1768
"West",1100,1740,1340,1081,0,644,0,0,0,"Single","dec1950","City",4,120000,1725
"West",1400,936,936,1443,686,604,0,0,0,"Single","dec1950","City",3,37500,2047
"West",980,2626,1063,735,2376,377,0,0,0,"Single","dec1960","City",2,32500,1112
"South",1100,676,676,1109,676,452,0,0,0,"Apartment","dec1960","City",2,37500,1561
"Midwest",1757,3248,2848,671,2848,922,0,0,0,"Single","dec1990","Suburbs",2,67500,1593
"Northeast",,768,0,973,384,633,224,0,0,"Apartment","pre1950","Town",4,82500,1830
"South",144,840,840,564,353,791,0,0,0,"Mobile","dec1970","Suburbs",2,32500,1355
"West",1070,1064,1064,630,638,555,0,0,0,"Single","pre1950","City",3,32500,1185
"Northeast",,900,450,531,0,755,0,0,0,"Apartment","dec1990","Rural",3,27500,1286
"South",,5322,2722,837,5322,832,0,0,0,"Single","pre1950","City",3,42500,1669
"West",1800,3250,2850,1733,2850,0,0,1418,0,"Single","dec1990","Rural",2,62500,3151
"South",1161,1188,1188,1272,1188,0,0,0,0,"Single","dec1980","Rural",4,67500,1272
"South",1895,1920,1920,985,1920,0,0,489,0,"Single","dec1990","Rural",4,37500,1474
"West",1800,3550,2050,606,3550,1055,0,0,0,"Single","dec1950","City",2,110000,1661
"Midwest",1800,1920,1920,1151,480,0,0,0,0,"Single","dec1960","Rural",2,22500,1151
"South",1800,3600,1800,2068,3600,0,0,0,0,"Single","dec1970","Rural",4,27500,2068
"Midwest",3500,1870,1470,736,0,1404,0,0,0,"Single","dec1970","Town",4,97500,2140
"Midwest",3000,2504,1052,1592,2104,1207,0,0,25,"Single","dec1950","Town",5,120000,2824
"West",500,3913,652,1288,652,469,0,0,0,"Single","dec1950","Rural",1,52500,1757
"South",600,926,926,1949,926,0,0,0,0,"Apartment","dec1980","Town",2,8750,1949
"South",700,1177,1177,327,1177,341,0,829,0,"Apartment","dec1990","City",1,57500,1497
"South",1650,1950,1550,1910,1550,0,0,0,0,"Single","dec1990","City",5,32500,1910
"South",3200,5040,2120,457,1795,422,0,0,0,"Single","dec1980","City",1,3750,879
"South",700,814,814,508,814,0,0,0,0,"Apartment","dec1980","City",1,12500,508
"Northeast",1400,2521,2271,783,2271,1290,0,0,0,"Single","dec1950","Suburbs",2,27500,2073
"Midwest",1822,2450,1800,1498,1800,0,0,1307,0,"Single","dec1990","Rural",4,92500,2805
"South",,2623,1482,1783,2223,582,0,0,0,"Single","dec1990","Rural",4,27500,2365
"South",750,4337,4087,1259,2725,0,0,0,0,"Single","dec1970","Rural",2,8750,1259
"Midwest",1900,7488,5616,937,832,1337,0,0,0,"Single","pre1950","Suburbs",3,47500,2274
"Midwest",1100,1861,1861,1937,1611,715,0,880,0,"Single","pre1950","Town",5,47500,3532
"South",,896,0,1895,672,0,0,0,0,"Mobile","dec1970","City",5,22500,1895
"Midwest",1800,2578,923,1076,1070,0,0,1596,0,"Single","pre1950","Rural",2,72500,2672
"Midwest",,446,446,752,446,814,0,0,0,"Apartment","dec1990","City",2,22500,1566
"South",825,544,544,593,544,0,0,0,0,"Apartment","dec1990","City",1,47500,593
"West",,264,0,123,264,51,0,0,0,"Apartment","pre1950","City",1,8750,174
"Northeast",1500,1787,1065,1661,1021,1200,0,0,0,"Single","pre1950","Suburbs",3,57500,2861
"Northeast",,1556,1175,925,522,1551,0,0,0,"Single","dec1950","Suburbs",3,77500,2476
"West",1700,1988,1738,1609,248,1512,0,0,0,"Single","dec1960","City",2,97500,3121
"Northeast",,1213,1213,987,606,801,0,0,0,"Apartment","dec1970","City",2,72500,1788
"South",1100,519,519,1036,519,0,0,0,0,"Apartment","dec1980","City",3,32500,1036
"Midwest",,809,809,590,202,248,0,0,0,"Apartment","dec1990","Suburbs",1,52500,838
"West",,499,499,279,166,729,0,0,0,"Apartment","pre1950","Town",3,12500,1008
"Midwest",2000,2086,1686,997,1686,826,0,0,0,"Single","dec2000","Suburbs",4,47500,1823
"Northeast",1035,1035,1035,783,1035,1050,0,0,0,"Mobile","dec1970","Town",2,97500,1833
"South",900,1736,1736,2867,1736,0,0,0,0,"Single","dec1990","Rural",7,37500,2867
"West",,1190,690,458,0,0,0,0,0,"Single","dec1970","Suburbs",2,57500,458
"West",700,1531,612,1202,0,439,0,0,0,"Single","pre1950","City",1,92500,1641
"West",1500,1248,1248,346,0,560,0,0,0,"Single","dec1980","Town",2,22500,906
"South",,910,910,1200,910,0,0,0,0,"Mobile","dec1980","Town",1,27500,1200
"South",1200,1216,1216,1709,1216,0,0,452,0,"Mobile","dec1990","Rural",2,42500,2161
"West",140,239,0,90,0,64,0,0,0,"Apartment","pre1950","City",1,6250,154
"West",1760,3392,1496,1074,2992,434,0,0,0,"Single","dec1980","City",3,37500,1508
"Midwest",700,341,341,214,0,1019,0,0,0,"Apartment","dec1970","City",1,1250,1233
"South",2400,4488,2592,2349,4088,0,0,0,0,"Single","dec2000","City",1,62500,2349
"Midwest",1100,1647,1647,1144,1647,0,0,1282,0,"Single","dec1990","Rural",2,32500,2426
"South",,1247,997,1583,997,458,0,0,0,"Single","pre1950","Suburbs",1,6250,2041
"Midwest",,866,866,384,0,981,0,0,0,"Apartment","dec1990","Suburbs",1,6250,1365
"South",800,888,888,1458,888,0,0,0,0,"Apartment","dec2000","City",3,12500,1458
"Midwest",1600,2800,2200,1001,2550,518,0,0,0,"Single","dec1950","Town",5,47500,1519
"South",5300,9406,8661,8265,9406,1286,0,582,0,"Single","dec2000","Suburbs",2,52500,10133
"West",2000,2985,1597,406,0,797,0,0,0,"Single","dec1990","City",4,32500,1203
"Northeast",1200,1069,1069,639,1069,649,0,0,0,"Apartment","dec1980","Rural",2,87500,1288
"Northeast",,641,641,651,0,0,0,0,0,"Apartment","dec1970","City",1,6250,651
"West",1300,1323,0,1631,662,0,0,0,0,"Single","dec1990","Town",7,52500,1631
"West",4900,3045,2617,1537,0,1016,0,0,0,"Single","dec1990","Rural",7,77500,2553
"Midwest",,7125,4750,1053,7125,1267,0,0,0,"Single","pre1950","City",2,22500,2320
"South",1800,1674,1674,1593,1674,0,0,0,0,"Single","dec1960","Rural",2,67500,1593
"South",,4392,3384,1340,4392,1433,0,0,0,"Single","pre1950","City",2,42500,2773
"West",650,520,0,360,260,422,0,0,0,"Apartment","pre1950","City",1,42500,782
"West",,2129,710,658,1065,981,0,0,0,"Apartment","dec1950","City",4,57500,1639
"South",850,1237,1237,860,1237,0,0,969,0,"Apartment","dec1960","Suburbs",4,32500,1829
"Midwest",728,1276,957,971,319,947,0,0,0,"Single","pre1950","City",1,62500,1918
"South",2073,3298,2278,1315,2898,677,0,0,0,"Single","dec1980","Suburbs",2,87500,1992
"Midwest",1600,2500,1888,2128,2100,908,0,1307,0,"Single","dec1990","City",4,57500,4343
"Midwest",850,4944,2566,926,909,1399,0,0,0,"Single","dec1950","Suburbs",1,8750,2325
"South",2200,3772,1486,1894,3372,350,0,0,0,"Single","dec1950","City",3,37500,2244
"South",2500,1353,0,1142,0,0,0,0,0,"Single","dec1950","Suburbs",2,32500,1142
"South",1700,3338,1669,1177,3338,138,0,0,0,"Single","dec1950","City",4,32500,1315
"Northeast",,380,380,507,380,0,0,0,0,"Apartment","pre1950","City",1,12500,507
"Midwest",,2310,1155,692,771,917,0,0,0,"Single","dec1980","Rural",2,27500,1609
"West",2000,2028,2028,552,0,211,0,0,0,"Single","dec1960","Rural",2,110000,763
"Midwest",1800,1312,1208,779,448,634,0,0,0,"Single","dec1980","Suburbs",4,62500,1413
"Midwest",700,792,792,541,792,1460,0,0,0,"Single","dec1960","City",3,17500,2001
"South",500,650,650,255,0,0,0,0,0,"Apartment","dec1990","Rural",1,6250,255
"West",1980,4216,2108,1256,0,619,0,0,0,"Single","pre1950","Town",2,37500,1875
"South",2200,7350,4500,1875,6950,0,0,0,0,"Single","dec1980","Suburbs",3,17500,1875
"South",1800,5040,2520,2066,5040,0,0,0,0,"Single","pre1950","Rural",5,97500,2066
"West",,829,829,518,829,534,0,0,0,"Apartment","dec1950","Town",1,27500,1052
"Northeast",1330,3311,1691,760,552,0,2158,230,0,"Single","pre1950","Rural",1,12500,3148
"South",1100,1371,1143,2623,229,289,0,0,0,"Single","dec1960","City",5,37500,2912
"Midwest",1000,1296,1296,828,0,0,0,766,0,"Single","dec1990","Rural",2,37500,1594
"South",1200,3100,3080,891,775,818,0,0,0,"Single","dec1950","Suburbs",1,37500,1709
"South",,2912,1456,714,2912,0,0,0,0,"Single","dec1990","Rural",2,42500,714
"Midwest",,1200,960,1085,412,0,0,0,0,"Single","dec1950","Town",1,27500,1085
"South",1000,3570,1020,544,1482,1084,0,0,0,"Single","pre1950","City",1,32500,1628
"South",1900,3422,3422,1158,3422,0,0,0,0,"Single","dec1980","Suburbs",2,82500,1158
